,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,new_title,loc_city,hq_city
1885,"Data Analyst, Data Activation",$40K-$74K,3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),Data Analyst,Mooresville,Mooresville
1886,QA Analyst with MongoDB / Big Data,$40K-$74K,3.8,"PruTech Solutions, Inc.","Charlotte, NC","Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Analyst Data,Charlotte,Iselin
1887,"Sr. Analyst, Product Content Data Quality",$40K-$74K,3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),Analyst Data,Mooresville,Mooresville
1888,Data Visualization Analyst,$57K-$104K,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Visualization,San Francisco,San Rafael
1889,Digital Marketing & ECommerce Data Analyst,$57K-$104K,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),Reporting Analyst,San Rafael,San Rafael
1890,Senior Data Analyst,$57K-$104K,3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior Analyst,San Francisco,San Francisco
1891,Data Analyst,$57K-$104K,3.0,NCSOFT,"San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),Data Analyst,San Mateo,Seoul
1892,Senior Data Analyst,$57K-$104K,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Senior Analyst,San Francisco,San Rafael
1893,Data Analyst,$57K-$104K,5.0,LaunchDarkly,"Oakland, CA","Oakland, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,Oakland,Oakland
1894,Data Analyst,$57K-$104K,3.8,Edmodo,"San Mateo, CA","San Mateo, CA",51 to 200 employees,2008,Company - Private,Education Training Services,Education,$5 to $10 million (USD),Data Analyst,San Mateo,San Mateo
1895,Data Analyst,$57K-$104K,4.6,Doximity,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1896,Sr. Data Analyst (Marketing Department),$57K-$104K,3.5,Freedom Financial Network,"San Mateo, CA","San Mateo, CA",1001 to 5000 employees,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),Data Management,San Mateo,San Mateo
1897,Immediate Need For Data Analyst,$57K-$104K,3.3,AppleOne,"San Francisco, CA","Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),Data Analyst,San Francisco,Glendale
1898,"Senior Analyst, Data & Analytics",$57K-$104K,4.1,PubNub,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2011,Company - Private,Internet,Information Technology,$10 to $25 million (USD),Senior Analyst,San Francisco,San Francisco
1899,Data Analyst/Engineer,$57K-$104K,4.1,SigmaWay,"San Francisco, CA","New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,San Francisco,New Delhi
1900,Mid-Level Data Analyst,$57K-$104K,4.8,Giving Assistant,"San Francisco, CA","San Francisco, CA",1 to 50 employees,2014,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Data Analyst,San Francisco,San Francisco
1901,Data Analyst,$57K-$104K,3.7,nWay,"San Francisco, CA","San Francisco, CA",1 to 50 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1902,Healthcare Data Analyst,$57K-$104K,3.6,Perficient,"San Francisco, CA","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),Healthcare Data,San Francisco,Saint Louis
1903,Data Analyst,$57K-$104K,3.6,Mindstrong,"San Francisco, CA","Mountain View, CA",51 to 200 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,Mountain View
1904,Product Data Analyst,$57K-$104K,3.9,LiveCareer,"San Francisco, CA","Guaynabo, PR",501 to 1000 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,Guaynabo
1905,Data Analyst,$57K-$104K,3.8,Mondo,"San Francisco, CA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,San Francisco,New York
1906,Data Analyst,$57K-$104K,4.0,Spin,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1907,Temporary Part Time Data Analyst (Remote - North & South America),$57K-$104K,5.0,Elevate Labs,"San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Reporting Analyst,San Francisco,San Francisco
1908,Data Analyst (Finance),$57K-$104K,4.9,Deliverr Inc,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2017,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1909,Data Analyst,$57K-$104K,4.6,Angaza,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1910,User Acquisition Data Analyst,$57K-$104K,3.8,Mondo,"San Francisco, CA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,San Francisco,New York
1911,Data Analyst,$57K-$104K,4.0,Snowflake Computing,"San Mateo, CA","San Mateo, CA",1001 to 5000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,San Mateo,San Mateo
1912,"Data Analyst, Remote East Coast",$57K-$104K,3.7,CBRE,"San Francisco, CA","Los Angeles, CA",10000+ employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Analyst Remote,San Francisco,Los Angeles
1913,Data Analyst,$57K-$104K,4.5,Duetto,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Data Analyst,San Francisco,San Francisco
1914,Data Analyst Chemist - Quality System Contractor,$57K-$104K,2.3,"Rodan and Fields, LLC","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,Analyst Senior,San Francisco,San Francisco
1915,DATA Analyst-Remote,$99K-$178K,-1.0,SGA Inc.,"San Francisco, CA","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),Analyst Remote,San Francisco,Bethesda
1916,Data Analyst,$99K-$178K,4.1,Veem,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2014,Company - Private,Financial Transaction Processing,Finance,$1 to $5 million (USD),Data Analyst,San Francisco,San Francisco
1917,Operations Data Analyst,$99K-$178K,4.0,Coinbase,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1918,Product Data Analyst,$99K-$178K,3.6,Trifacta,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1919,Data Scientist/Analyst - Wilbur Labs,$99K-$178K,5.0,Wilbur Labs,"San Francisco, CA","San Francisco, CA",1 to 50 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1920,Data Analyst,$99K-$178K,4.4,Hinge Health,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Data Analyst,San Francisco,San Francisco
1921,Marketing Data Analyst,$99K-$178K,3.3,User Testing,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1922,Data Analyst,$99K-$178K,-1.0,Pair-Tek,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,Data Analyst,San Francisco,-1
1923,Data and Reporting Analyst,$99K-$178K,3.8,Shorenstein Realty Services L.P.,"San Francisco, CA","San Francisco, CA",201 to 500 employees,1924,Company - Private,Real Estate,Real Estate,$50 to $100 million (USD),Reporting Analyst,San Francisco,San Francisco
1924,Business Data Analyst,$99K-$178K,3.5,PlushCare,"San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),Data Analyst,San Francisco,San Francisco
1925,Research Data Analyst,$99K-$178K,4.1,UCSF Medical Center,"San Francisco, CA","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Data Analyst,San Francisco,San Francisco
1926,Data Analyst,$99K-$178K,4.6,Motiv Power Systems,"San Francisco, CA","Foster City, CA",51 to 200 employees,2009,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),Data Analyst,San Francisco,Foster City
1927,Data Analyst,$99K-$178K,4.2,Upstart,"San Mateo, CA","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,Data Analyst,San Mateo,San Mateo
1928,Business Intelligence Data Modeler/Analyst,$99K-$178K,4.3,Credible,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Public,Lending,Finance,Unknown / Non-Applicable,Business Intelligence,San Francisco,San Francisco
1929,Data Studio Analyst,$99K-$178K,5.0,Priceonomics,"San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Internet,Information Technology,Less than $1 million (USD),Data Analyst,San Francisco,San Francisco
1930,Data Analyst,$99K-$178K,-1.0,"Applicantz, Inc.","San Francisco, CA","Houston, TX",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,Data Analyst,San Francisco,Houston
1931,Product Data Analyst,$99K-$178K,3.7,BOLD,"San Francisco, CA","Guaynabo, PR",201 to 500 employees,2004,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,Guaynabo
1932,Data Analyst,$99K-$178K,-1.0,Parsoft LLC,"San Francisco, CA","Louisville, KY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,Data Analyst,San Francisco,Louisville
1933,Clinical Data Analyst,$99K-$178K,4.0,Flatiron Health,"San Francisco, CA","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,New York
1934,Data Analyst,$99K-$178K,3.9,thredUP,"Oakland, CA","Oakland, CA",1001 to 5000 employees,2009,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,Data Analyst,Oakland,Oakland
1935,Data Analyst,$99K-$178K,3.9,Artech LLC,"San Francisco, CA","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Data Analyst,San Francisco,Morristown
1936,Data Analyst,$99K-$178K,3.6,ICONMA,"San Francisco, CA","Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,San Francisco,Troy
1937,Data Systems Analyst,$99K-$178K,4.1,UCSF Medical Center,"San Francisco, CA","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Data Analyst,San Francisco,San Francisco
1938,Data Analyst,$99K-$178K,4.6,The Voleon Group,"Berkeley, CA","Berkeley, CA",51 to 200 employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Data Analyst,Berkeley,Berkeley
1939,Senior Data Analyst,$99K-$178K,3.4,Redfin,"San Francisco, CA","Seattle, WA",1001 to 5000 employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Senior Analyst,San Francisco,Seattle
1940,Data Analyst (College & Foundation Reporting),$99K-$178K,-1.0,Albany Charter School Network,"Oakland, CA",-1,-1,-1,-1,-1,-1,-1,Analyst Senior,Oakland,-1
1941,Senior Data Analyst,$99K-$178K,4.0,Twitter,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Senior Analyst,San Francisco,San Francisco
1942,Research Data Analyst,$99K-$178K,4.1,UC San Francisco,"San Francisco, CA","San Francisco, CA",10000+ employees,1864,College / University,-1,-1,$25 to $50 million (USD),Data Analyst,San Francisco,San Francisco
1943,Data Analyst - Health,$93K-$159K,3.4,"Impaq International, Llc","Oakland, CA","Columbia, MD",201 to 500 employees,2001,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Data Analyst,Oakland,Columbia
1944,Operations Data Analyst,$93K-$159K,5.0,Turn/River Capital,"San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1945,Data Analyst,$93K-$159K,3.9,Diverse Lynx,"San Francisco, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Data Analyst,San Francisco,Princeton
1946,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$93K-$159K,3.8,EY,"San Francisco, CA","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Multiple Positions,San Francisco,London
1947,Data Analyst,$93K-$159K,4.1,RGP,"San Francisco, CA","Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),Data Analyst,San Francisco,Irvine
1948,Business Data Analyst - Senior/Director - Work from Remote,$93K-$159K,2.5,Vinsari LLC,"San Francisco, CA","Irving, TX",51 to 200 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,Business Intelligence,San Francisco,Irving
1949,Market Data Services Analyst,$93K-$159K,3.2,"Evolver, Inc.","San Francisco, CA","Reston, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Data Analyst,San Francisco,Reston
1950,"Financial Data Analyst, FP&A and Accounting",$93K-$159K,3.7,Lyft,"San Francisco, CA","San Francisco, CA",5001 to 10000 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1951,Loan Data Analyst,$93K-$159K,3.7,First Republic Bank,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Data Analyst,San Francisco,San Francisco
1952,Data and Policy Analyst IV,$93K-$159K,3.2,Acumen,"Burlingame, CA","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Data Analyst,Burlingame,Burlingame
1953,DATA Analyst-Remote,$93K-$159K,3.7,Software Guidance & Assistance,"San Francisco, CA","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Analyst Remote,San Francisco,Tarrytown
1954,Business Data Analyst,$93K-$159K,3.2,Scale AI,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1955,"Data Analyst, Growth",$93K-$159K,4.1,Omada Health,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,San Francisco,San Francisco
1956,Data Analyst,$93K-$159K,3.2,QuinStreet,"San Mateo, CA","Foster City, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),Data Analyst,San Mateo,Foster City
1957,Data Analyst,$93K-$159K,5.0,Softova Inc,"San Mateo, CA","Piscataway, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Data Analyst,San Mateo,Piscataway
1958,Data Analyst,$93K-$159K,4.1,LeadStack,"Foster City, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Data Analyst,Foster City,San Francisco
1959,"Senior Data Analyst, Member Services",$93K-$159K,4.8,Chime,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Senior Analyst,San Francisco,San Francisco
1960,Data Analyst,$93K-$159K,4.5,Marin City Health and Wellness Center,"Marin City, CA","Marin City, CA",1 to 50 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Data Analyst,Marin City,Marin City
1961,Senior Data Analyst,$93K-$159K,4.1,TaskRabbit,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Senior Analyst,San Francisco,San Francisco
1962,Junior Data Analyst,$93K-$159K,5.0,"Staffigo Technical Services, LLC","San Francisco, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,San Francisco,Woodridge
1963,Business Data Analyst,$93K-$159K,3.9,Diverse Lynx,"San Francisco, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Data Analyst,San Francisco,Princeton
1964,"Sr. Data Analyst, Twitter Service Tech",$93K-$159K,4.0,Twitter,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Data Analyst,San Francisco,San Francisco
1965,Data Analyst,$93K-$159K,4.6,Ascent,"Daly City, CA","Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Daly City,Concord
1966,Data Analyst,$93K-$159K,3.4,Thermo Fisher Scientific,"South San Francisco, CA","Waltham, MA",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Data Analyst,South San Francisco,Waltham
1967,Data Analyst,$93K-$159K,3.2,Net2Source,"San Francisco, CA","Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,San Francisco,Somerset
1968,Senior Data Analyst,$82K-$116K,3.3,Vida Health,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Senior Analyst,San Francisco,San Francisco
1969,Web Data Analyst,$82K-$116K,4.0,SACC,"San Mateo, CA","San Mateo, CA",Unknown,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Data Analyst,San Mateo,San Mateo
1970,Data Analyst (APPZ-DAHY),$82K-$116K,-1.0,Applicantz,"San Francisco, CA","Houston, TX",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,Data Analyst,San Francisco,Houston
1971,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$82K-$116K,-1.0,Ernst & Young LLP,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,Multiple Positions,San Francisco,-1
1972,Data Scientist Analyst,$82K-$116K,3.9,"Netpace, Inc","Foster City, CA","San Ramon, CA",51 to 200 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Data Analyst,Foster City,San Ramon
1973,Finance Data Analyst,$82K-$116K,3.0,Qualys,"Foster City, CA","Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Data Analyst,Foster City,Foster City
1974,Business Data Analyst,$82K-$116K,-1.0,"Scale AI, Inc.","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,Data Analyst,San Francisco,-1
1975,Data Quality Analyst,$82K-$116K,3.8,Focal Systems,"Burlingame, CA","Burlingame, CA",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),Data Analyst,Burlingame,Burlingame
1976,Data Analyst - San Francisco CA / VA - Fulltime,$82K-$116K,3.8,United IT Solutions,"San Francisco, CA","Irving, TX",1 to 50 employees,2010,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Data Analyst,San Francisco,Irving
1977,Data Analyst,$82K-$116K,-1.0,cyitechsearch,"San Bruno, CA",-1,-1,-1,-1,-1,-1,-1,Data Analyst,San Bruno,-1
1978,Data Analyst,$82K-$116K,-1.0,IT Avalon,"Oakland, CA","Brentwood, CA",51 to 200 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,Data Analyst,Oakland,Brentwood
1979,HR Data Analyst,$82K-$116K,4.0,Snowflake Computing,"San Mateo, CA","San Mateo, CA",1001 to 5000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,San Mateo,San Mateo
1980,Scientific Data Manager and Analyst,$82K-$116K,4.4,Perfect Day,"Emeryville, CA","Emeryville, CA",51 to 200 employees,2014,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Data Management,Emeryville,Emeryville
1981,Senior Data Analyst - Finance & Platform Analytics,$82K-$116K,3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,Senior Analyst,San Francisco,San Francisco
1982,Data Analyst,$82K-$116K,3.2,Infotech Sourcing,"San Francisco, CA","Edison, NJ",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),Data Analyst,San Francisco,Edison
1983,Business Data Analyst,$82K-$116K,3.9,ApTask,"San Francisco, CA","Iselin, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,San Francisco,Iselin
1984,Product Compliance Data Analyst,$82K-$116K,4.0,Square,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Data Analyst,San Francisco,San Francisco
1985,Data and Policy Analyst - Statistical Programmer,$82K-$116K,3.2,Acumen,"Burlingame, CA","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Data Analyst,Burlingame,Burlingame
1986,Principal Data Analyst,$82K-$116K,4.4,Hinge Health,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Data Analyst,San Francisco,San Francisco
1987,Data Analyst,$82K-$116K,-1.0,Koger LLC,"San Mateo, CA","Arlington, VA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,San Mateo,Arlington
1988,Data Analyst,$82K-$116K,-1.0,TransReach,"Oakland, CA","East Brunswick, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Oakland,East Brunswick
1989,Master Data Analyst – SAP MDG Platform,$82K-$116K,4.5,Rose International,"San Francisco, CA","Chesterfield, MO",1001 to 5000 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,San Francisco,Chesterfield
1990,Data Systems Analyst,$82K-$116K,-1.0,GLIDE MEMORIAL CHURCH,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,Data Analyst,San Francisco,-1
1991,Data Analyst,$82K-$116K,3.7,Take-Two,"Novato, CA","New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),Data Analyst,Novato,New York
1992,CSV Data Validation Analyst,$82K-$116K,3.9,"Netpace, Inc.","Foster City, CA","San Ramon, CA",51 to 200 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Data Analyst,Foster City,San Ramon
1993,Senior Data and Fraud Analyst,$82K-$116K,-1.0,Apto Payments,"San Francisco, CA","San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Senior Analyst,San Francisco,San Francisco
1994,Data and Reporting Analyst,$82K-$116K,3.2,Chinese Community Health Plan,"San Francisco, CA","San Francisco, CA",51 to 200 employees,-1,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,Reporting Analyst,San Francisco,San Francisco
1995,Upstart - Data Analyst,$82K-$116K,-1.0,V3 Talent Partners Inc.,"San Mateo, CA","Los Angeles, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,San Mateo,Los Angeles
1996,"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)",$65K-$120K,3.7,Arkhya Tech,"San Francisco, CA","Herndon, VA",1 to 50 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Data Analyst,San Francisco,Herndon
1997,"Data Analyst, Transaction Monitoring",$65K-$120K,-1.0,Wish.com,"San Francisco, CA","Keswick, VA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,San Francisco,Keswick
1998,Fleet Optimization Data Analyst (Solar + Storage),$65K-$120K,3.2,Stem Inc,"Millbrae, CA","Millbrae, CA",51 to 200 employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),Reporting Analyst,Millbrae,Millbrae
1999,Big Data Analyst,$65K-$120K,3.7,"Redolent, Inc","San Mateo, CA","Newark, CA",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),Data Analyst,San Mateo,Newark
2000,Business Data Analyst,$65K-$120K,3.8,VLink Inc.,"San Francisco, CA","South Windsor, CT",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Data Analyst,San Francisco,South Windsor
2001,Data Analyst,$65K-$120K,4.0,Lorven Technologies Inc,"San Francisco, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Data Analyst,San Francisco,Plainsboro
2002,Data Analyst,$65K-$120K,5.0,"Staffigo Technical Services, LLC","San Francisco, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,San Francisco,Woodridge
2003,Senior Lead Data Analytics Analyst,$65K-$120K,2.8,Bank of the West,"San Francisco, CA","San Francisco, CA",10000+ employees,1874,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD),Senior Analyst,San Francisco,San Francisco
2004,Data Analyst w/ Tealium - Remote Work,$65K-$120K,4.0,Two95 International Inc.,"San Mateo, CA","Cherry Hill, NJ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Analyst Remote,San Mateo,Cherry Hill
